65	要变得完美，她就是少了一个缺点。	1636	To be perfect she lacked just one defect.
66	然而，相反的理论往往也是真的。	1637	And yet, the contrary is always true as well.
67	我们看东西不是看其实质，而是以我们的主观意识看它们的。	1638	We don't see things as they are, but as we are.
68	世界就是一个疯子的囚笼。	1639	The world is a den of crazies.
68	世界就是一个疯子的囚笼。	736710	This world is just an insane asylum.
69	我叫Jack。	1646	My name is Jack.
69	我叫Jack。	758904	My name's Jack.
70	从来就没有徒劳的爱情。	1668	Love is never wasted.
71	生活就是當你忙著進行你的計劃時總有其他的事情發生。	1669	Life is what happens to you while you're busy making other plans.
72	没有欲望就等于拥有。	1670	Not wanting is the same as having.
73	聖誕節快樂！	1723	Merry Christmas!
74	罗马不是一天建成的。	1777	Rome wasn't built in a day.
74	罗马不是一天建成的。	27493	Rome was not built in a day.
75	你是从哪个国家来的？	329612	Which country are you from?
75	你是从哪个国家来的？	679856	What country are you from?
7166	我已经看过这部电影了。	254229	I have seen the film before.
7166	我已经看过这部电影了。	431920	I've already seen the film.
119952	这间房间朝向很好。	1481771	This room's orientation is great.
119952	这间房间朝向很好。	1481772	This room's location is great.
136201	你知不知道他们是谁?	56304	Do you know who they are?
136206	你骗人！	32858	You must be kidding!
136235	他也会说法语。	292619	He can also speak French.
136236	我会说法语。	255548	I can speak French.
136238	我收到了请帖。	258705	I received an invitation.
136401	你住在哪里？	370708	Where do you live?
136402	你记不记得我们认识的那一天？	247252	Do you remember the day when we first met?
136598	他住在这里吗？	497731	Does he live here?
136604	火车站离这里不远。	26049	The station is not far from here.
136613	火车站在哪里?	26041	Where is the railroad station?
136646	正在下雹。	456217	It's hailing.
139673	我爱你。	1434	I love you.
180700	我喜欢旅行。	2311	I love trips.
180700	我喜欢旅行。	262205	I like traveling.
180700	我喜欢旅行。	692207	I like to travel.
180705	我很期待去旅游.	262212	I am looking forward to the trip.
180712	我跟父母住在一起.	262220	I live with my parents.
181028	他没有孩子。	284815	He has no children.
330581	这是我的妈妈。	413771	This is my mother.
330581	这是我的妈妈。	1061529	This is my mom.
330582	以后再讲。	139279	Talk to you later.
330583	我真的不知道。	139280	Damned if I know.
330583	我真的不知道。	1479652	I really don't know.
330584	人人都愿意相信美梦可以成真。	2099	Everyone would like to believe that dreams can come true.
330586	我跟父母联络了一下。	262223	I contacted my parents.
330587	我跟父母讲了留学的事情。	262222	I talked with my parents about my studying abroad.
330588	我把旅费耗光了。	262216	I have run out of my traveling expenses.
330589	我在旅行中用了地图。	262215	I made use of the maps during my journey.
330590	我不够钱去旅行。	262210	I am short of money for my trip.
330591	他喜欢旅行。我也是。	374762	He likes traveling and so do I.
330591	他喜欢旅行。我也是。	1266430	He likes to travel. I do, too.
332135	今天是几月几号？	332138	What is the date today?
332422	很少人这么认为。	51060	Few people think so.
332423	这周我一直在工作。	242096	I worked all this week.
332425	明天下午之前我会把它完成。	254853	I will finish it by tomorrow afternoon.
332427	那个发现纯属偶然。	44439	That discovery was quite accidental.
332428	在英国的时候，我经常看参考书。	66606	While in England I often consulted the guidebook.
332429	我弟弟会经常彻夜不睡。	278550	My brother will often sit up all night.
332430	你不得不制造一些借口。	16439	You'll have to manufacture some kind of excuse.
332431	她可能出什么事了。	34622	Something might have happened to her.
332432	你参加社团活动吗？	70301	Do you take part in any community activities?
332433	我找到那把我一直在找的钥匙了。	259388	I found the key for which I had been looking.
332435	她是他的一切。	284628	She is everything to him.
332436	接电话。	279284	Answer the phone.
332437	我在报纸上看到了它。	387702	I saw it in the newspaper.
332441	他们是热爱和平的人。	659815	They are peace-loving people.
332442	我觉得你说的是真的。	64989	I think what you say is true.
332445	他发誓要戒烟。	295417	He vowed to give up smoking.
332447	在明天前完成报告几乎是不可能的。	49701	Finishing the report by tomorrow is next to impossible.
332449	如果可能的话，我想环游世界。	385378	If possible, I'd like to travel around the world.
332450	我是网球俱乐部的会员。	39424	I belong to a tennis club.
332450	我是网球俱乐部的会员。	255084	I'm a member of the tennis club.
332450	我是网球俱乐部的会员。	255101	I am a member of the tennis club.
332451	医生，请给这孩子急救。	272772	Doctor, please give this child first aid.
332452	据说山上的天气变化很快。	245072	It is said that the weather on the mountain changes easily.
332453	他后悔在校时没用功读书。	294797	He regrets not having worked harder at school.
332454	我可以用支票付吗？	267608	May I pay by check?
332456	如果他年轻一点，他将很适合这个职位。	283299	If he were a little younger, he would be eligible for the post.
332459	他给我的工作作出了明确指示。	297501	He gave me precise instructions to do the job.
332460	他向权力屈服。	295963	He succumbed to authority.
332460	他向权力屈服。	1481678	He submits to authority.
332461	是在昨天Jake打破了这扇窗。	53169	It was yesterday that Jake broke this window.
332462	今天糟糕透了，所以我准备去喝一杯就直接上床。	242837	I had an awful experience today, so I'm going to have a beer and go straight to bed.
332466	我觉得这个网站的概念非常好。	386740	I really like the concept of this website.
332467	啊，我认识这个男人！	386702	Oh, I know this man!
332470	沿着这条路直走，到第三个红绿灯的地方右转。	57790	Go straight down this street and turn right at the third light.
332471	他正坐在会议室里。	2456988	He's sitting in the meeting room.
332472	等她回来的时候问问她。	686489	Ask her when she comes back.
332472	等她回来的时候问问她。	2745841	Wait for her to return then ask her.
332473	他说得很大声。	292140	He spoke very loudly.
332477	我们必须设法打破这个僵局。	28808	We must try to break the deadlock.
332478	十年后，我们的城市将改变许多。	73392	In ten years our town will change a lot.
332479	你咖啡喝得太多了。	70123	You drink too much coffee.
332480	我有好几打呢。	254834	I have several dozens of them.
332481	我无法想象另一个星球上的生物。	1489059	I can't imagine what creatures living on another planet are like.
332485	温度计往往低于零度。	21122	Thermometers often go below zero.
332486	要完成实验，三个月太短了。	72731	Three months is too short a time to finish the experiment.
332487	“这些车是你的吗？”“是的，是我的。”	73895	"Are these your cars?" "Yes, they are."
332487	“这些车是你的吗？”“是的，是我的。”	386689	"Are these cars yours?" "Yes, they are mine."
332488	我叔叔住在学校附近。	65069	My uncle lives near the school.
332489	去踢足球吧。	54105	Let's play soccer.
332490	合同已经到手了，那就出去庆祝一下吧。	237911	The contract is in the bag, so let's go out and celebrate.
332496	猫抓住了老鼠。	282041	The cat caught the rats.
332498	直到那时，他才意识到他已经上当受骗。	264548	Only then did he realize he had been deceived.
332499	他的医生建议他戒烟。	1477155	His doctor advised him to quit smoking.
332500	我爸爸很忙。	251731	My father is busy.
332501	他用了一些手段来和Nancy私下交谈。	292273	He contrived a means of speaking to Nancy privately.
332502	把这些座位留给老人。	64124	Keep these seats for the elderly.
332503	我无法取代她做英语老师。	309558	I can't take the place of her as an English teacher.
332505	他们粗心大意，还没意识到危险。	305521	They were carelessly unaware of the danger.
332506	她挥着她的手，直到火车消失在视线之外。	309951	She waved her hand until the train was out of sight.
332507	当她发现他们还没有学校，她就办了一个。	21633	When she saw that they had no schools, she started one.
332508	谢谢你的答复。	64012	Thanks for your reply.
332513	他寻找一切可能的逃生途径。	301981	He looked for every possible means of escape.
332518	对严格限制经济的批评蜂拥而来。	318365	Critics are coming down hard on tightened economic restrictions.
332520	这药创造了奇迹。	43551	The medicine worked marvels.
332526	如何克服日元升高是个大问题。	25948	How to overcome the high value of the yen is a big problem.
332528	你想走的时候就走吧。	241064	Go when you want.
332532	你可以骑上我的摩托车去遛一圈。	250376	You can have a ride on my motorcycle.
332533	他给我们讲了一个有趣的故事，我们都笑了起来。	283229	He told us such a funny story that we all laughed.
332536	让我们来澄清一下这个问题。	56664	Let's clear up this problem.
332537	别忘了在你的信上贴张邮票。	265971	Don't forget to put a stamp on your letter.
332538	我的生意终于走上了正轨。	250999	My business has at last gotten on the right track.
332539	如果你需要笔的话，我借你一支。	33821	If you need a pen, I'll lend you one.
332540	我要回房间了，在那儿我可以学习。	261656	I am going to my room, where I can study.
332541	照这样的情况，很抱歉，我不能接受你的盛情邀请。	62385	As such is the case, I am sorry I can't accept your kind invitation.
332542	在一天之内完成它几乎是不可能的。	41927	It's next to impossible to finish it in a day.
332543	接下来该采取什么行动就交给你了。	38912	I leave it in your hands what course of action to take.
332544	老师给我们布置了家庭作业。	272954	The teacher gave us homework.
332545	我们看着这孩子玩耍。	23188	We were watching the child at play.
332545	我们看着这孩子玩耍。	1479232	We watched the children play.
332546	你开始学习英语了吗？	26200	Have you begun studying English?
332547	它们是瓜。	31755	They are melons.
332548	你走了，我们都会想你的。	18050	We shall all miss you when you go away.
332549	电视的优点在于它给体育爱好者提供了更大的方便。	39202	Television has the advantage of providing sports fans with greater convenience.
332550	我没有拜访他，因为我感冒了。	261591	I didn't call on him because I had a cold.
332551	乘公交车费时。	35394	The bus will take time.
332552	由于火车延误，我迟到了。	259617	I was late as a result of the train delay.
332553	他还没来。他肯定错过公交车了。	292884	He hasn't come yet. He must have missed the bus.
332554	这种款式的帽子现在很流行。	59562	This style of hat is now in fashion.
332555	其他的一切都好。	33599	Everything else is fine.
332557	你会溜冰吗？	70016	Can you skate?
332558	他有可能赢得比赛。	298286	He is likely to win the game.
332559	这件事至关重要。	55708	This is a matter of the utmost importance.
332560	不要拉我的腿！	268459	Don't pull my leg!
332561	我无法相信自己的眼睛。	6133	I can't believe my eyes.
332563	你考虑周到，没有打扰我们。	247391	You were considerate not to disturb us.
332564	这件事他铭记于心。	46675	The incident was etched in his memory.
332565	这本书对你来说读起来太难了。	56877	This book is too difficult for you to read.
332566	我什么都不想喝。	256125	I don't want anything to drink.
332566	我什么都不想喝。	1477114	I don't want to drink anything.
332567	一块岩石从上面落下。	268272	A rock fell from above.
332568	我头痛。	1712	I have a headache.
332569	布什继里根之后当上了总统。	34345	Bush followed Reagan as president.
332570	他的努力没有成果。	287229	Nothing has resulted from his efforts.
332571	今天刮冷风。	242972	The wind is cold today.
332572	你在撒谎。	26653	You are lying.
332573	自助者天助。	269654	God helps those who help themselves.
332575	和你的车比起来，我的车很小。	17084	Compared with yours, my car is small.
332575	和你的车比起来，我的车很小。	336063	Compared to yours, my car is small.
332576	他很年轻，更重要的是，他很帅。	299110	He is young and, what is more, handsome.
332577	和她争辩是没用的。	308607	It is no use arguing with her.
332578	太可惜了！	24885	What a pity!
332579	听到她成功的消息，他很高兴。	309487	He was happy at the news of her success.
332580	男孩们窃窃私语，我知道他们准备做些什么。	267939	The boys were whispering; I knew they were up to something.
332581	我要预订一间6月3日的单人房。	72451	I'd like to reserve a single room on June 3.
332582	请帮我找一下我的钱包。	250918	Please find me my wallet.
332583	她给我讲了一个有趣的故事。	314267	She told me an interesting story.
332584	他登上了前往洛杉矶的飞机。	293369	He boarded a plane bound for Los Angeles.
332585	什么时候开始？	24572	What time does it start?
332587	这本书有精美的插图。	57083	This book is beautifully illustrated.
332588	她和她妹妹一样亲切。	310624	She is no less kind than her sister is.
332589	随着时间的推移，比赛增加了规则以使之更安全。	263867	As time went on, rules were added to the game to make it safer.
332590	他看上去是一个十足的绅士。	292010	He looks every inch a gentleman.
332591	金子比水重得多。	18583	Gold is far heavier than water.
332591	金子比水重得多。	755141	Gold is much heavier than water.
332592	我们的任务到目前为止很轻松，但从现在开始将会变得很难。	247532	Our task has been easy so far, but it will be difficult from now on.
332593	你自己拿蛋糕吃吧。	25788	Please help yourself to the cake.
332594	他给我讲述了他的一生。	2063	He told me the story of his life.
332595	事故耽误了我们半小时。	263703	An accident delayed us for half an hour.
332596	这种秘密总有一天会被揭露的。	49776	Such secrets are always eventually revealed.
332597	我没什么可依靠的了。	256403	I have nothing to fall back on.
332598	我做完我的功课后，就读这本书。	258554	I read the book after I had finished my homework.
332598	我做完我的功课后，就读这本书。	2149741	This is the book I read after finishing my homework.
332599	能不能麻烦你告诉我去邻村怎么走？	19149	Sorry, but can you show me the way to the next village?
332600	她住在罗素广场56号。	327964	She lived at 56 Russell Square.
332601	我们有很多听众。	274920	We had a large audience.
332602	请写信告诉我你们学校的情况。	50765	Please write to me about conditions at your school.
332603	看见新鲜龙虾，我有了食欲。	269321	The sight of fresh lobster gave me an appetite.
332604	最后三周，Jim一直试图带我出去吃饭。	53318	Jim has been trying to take me out to dinner for the last three weeks.
332606	你上班迟到了。	16104	You were late for work.
332607	护士会告诉你怎么做。	20988	The nurse will tell you how to do it.
332608	不要相信一个你一点都不了解他过去的人。	238014	Don't trust a man whose past you know nothing about.
332609	下周我去温哥华看我妹妹。	257952	I'm going off to Vancouver next week to see my sister.
332610	罗杰斯先生和史密斯小姐昨天宣布订婚。	244555	The engagement of Mr Rogers and Miss Smith was announced yesterday.
332611	你多久后需要它？	66149	How soon do you need it?
332612	诚信是一种重要的美德。	271678	Honesty is a capital virtue.
332613	鲍勃第一个到达终点线。	33242	Bob reached the finish line first.
332614	这是我见过最美的景色了。	55723	This is the most beautiful sight that I have ever seen.
332615	科学和数学我都喜欢。	262182	I like both science and math.
332616	我们的计划从一开始就出错了。	247506	Our plan went wrong from the beginning.
332617	她不喜欢我说话的方式。	314395	She doesn't like the way I speak.
332619	能不能请你把盐递给我？	25740	Could you pass me the salt, please?
332629	你不这么认为吗？	51058	Don't you think so?
332630	Tom否认偷了钱。	37309	Tom denied having stolen the money.
332632	我听到这个消息很吃惊。	45186	I was surprised at the news.
332633	她一直和她的兄弟争吵。	310411	She was always quarreling with her brothers.
332634	只有为数不多的几个电视节目值得关注。	239305	Only a few TV programs are worth watching.
332635	我不明白为什么你这么批评他。	36479	I can't understand why you are so critical of him.
332636	你想再来杯酒吗？	319466	Would you like another glass of wine?
332639	几分钟后，电话响了。	271070	A few minutes later the telephone rang.
332640	月球是地球唯一的卫星。	238831	The moon is the earth's only satellite.
332641	他和他的姐妹们目前都住在东京。	1298787	His sisters as well as he are now living in Tokyo.
332641	他和他的姐妹们目前都住在东京。	1477144	He and his sisters are currently living in Tokyo.
332642	孩子们洗了他们的脚。	245637	The children washed their feet.
332643	我的计划是参观苏格兰的古堡。	250748	My plan is visiting old castles in Scotland.
332645	他是哈佛大学的生物学教授。	292356	He's a professor of biology at Harvard.
332647	我期待听到你在这件事上的想法 。	2106	I look forward to hearing your thoughts on this matter.
332649	他长大了会成为一名医生。	301196	He is going to be a doctor when he grows up.
332651	银行对风险客户收取较高的贷款利息。	18430	Banks charge higher interest on loans to risky customers.
332652	你为什么说要去公园散步？	1531119	Why are you saying you want to walk in the park?
332653	观众人数庞大。	277929	The audience was very large.
332654	写下你名字的大写字母。	275957	Write your name in capital letters.
332655	我不太明白他说什么。	286016	I don't quite understand what he says.
332656	我对外籍员工没有偏见。	21875	I don't have a prejudice against foreign workers.
332657	我明早八点来接你。	323185	I'll call for you at eight tomorrow morning.
332658	我相信他会信守诺言。	260153	I believed that he would keep his promise.
332660	我们看见池里有很多活鱼。	277296	We saw a lot of live fish in the pond.
332663	他有很多历史书籍。	304790	He has a lot of books on history.
332666	所有迹象表明她好起来了。	51671	All the signs are that she is getting better.
332667	即使他们有很好的酒单，我也不想在这里用餐。	621809	Even if they have a good wine menu, I will not want to dine here.
332668	建筑物在地震中摇晃。	277194	The buildings shook in the earthquake.
332670	由医生来决定某人何时该死是对的吗？	28080	Is it right for a doctor to decide when someone should die?
332673	谁来为风险投资提供资金？	47257	Who will provide capital for the venture?
332675	他很快便与小区里新来的男孩交上了朋友。	290698	He quickly made friends with the new boy on the block.
332676	他的政权必定会崩溃。	286949	His regime is bound to collapse.
332677	小偷迅速地窜入了人群。	278646	The thief whipped out into the crowd.
332678	我上周不忙。	259067	I wasn't busy last week.
332680	现在的人教育程度比以前高得多。	239588	People are more educated now than they used to be.
332681	我不能让自己做这样的事。	254866	I can't bring myself to do such a thing.
332683	接受对方的准则就是给予他权力。	71958	Accepting the other's norms is submitting to the other's power.
332684	我将确保你们在第一年后有一个增长。	73062	I'll see to it that you have a raise after the first year.
332685	他对日本的历史非常感兴趣。我们很惊讶他在这方面的丰富知识。	302233	He is very much interested in Japanese history. We are surprised at his vast knowledge of the subject.
332686	把你的自行车放好。	264503	Put away your bicycle.
332687	昨天是Alice去了演唱会。	244386	It was Alice who went to the concert yesterday.
332689	汽笛声响起，船开始慢慢地驶离港口。	20241	A whistle blew, and the boat slowly began to pull out of port.
332690	孩子们应该每天喝牛奶。	245992	Children should drink milk every day.
332691	这张照片让我想起童年的快乐时光。	58786	This photograph reminds me of enjoyable times when I was a child.
332692	简而言之，我不同意。	20956	To put it briefly, I do not agree.
332693	但是他不常微笑。	53595	But he did not often smile.
332694	要去博物馆，你就得乘那辆车。	282546	You have to get on that bus to go to the museum.
332695	除非雨停了，我们才会出去。	26839	We won't go out unless it stops raining.
332696	我爸爸对我的爱和照顾不比我妈妈少。	251621	My father was no less affectionate and tender to me than my mother was.
332699	告诉我你对湘南做了什么。	939301	Tell me what you did to Shounan.
332700	我已经受够了这个计划。	31653	I've had enough of this program.
332702	我发现他在花园里干活。	291733	I found him working in the garden.
332703	毕加索是个有名的艺术家。	34821	Picasso is a famous artist.
332705	这是一个例外。	55912	This is an exception to the rule.
332706	他说他饿了。	319848	He said that he was hungry.
332709	这个班有多少男生？	61193	How many boys are there in this class?
332710	这一消息证实了我的怀疑。	45241	The news confirmed my suspicions.
332711	看那座被雪覆盖的山。	68030	Look at that mountain which is covered with snow.
332712	她没有任何亲戚朋友照顾她。	308766	She doesn't have any friends or relatives to take care of her.
332715	你的妈妈会开车吗？	70944	Can your mother drive a car?
332716	现在的孩子认为解决任何生活问题都像重新开始一个电脑游戏那么简单。	241764	Kids these days think that any issue in life can be resolved as easily as restarting a computer game.
332717	我们也去了庙里。	47039	We also went to the temple.
332718	我想要去伦敦。	255944	I'd like to go to London.
332719	你其实没必要带伞。	69370	You needn't have taken an umbrella with you.
332721	这箱子是空的，里面什么也没有。	57500	This box is empty. It has nothing in it.
332722	他大半生都住在国外。	300159	He lived abroad for much of his life.
332723	情况一天比一天差。	268510	The situation is getting worse and worse day by day.
332724	这架飞机一次可以携带40名乘客。	57458	This airplane is capable of carrying 40 passengers at a time.
332726	没有人跑在他前面。	40340	No one ran ahead of him.
332727	如果我现在有100万日元，我会买辆车。	30847	If I had one million yen now, I would buy a car.
332728	你相信上帝吗？	15971	Do you believe in God?
332729	在某种程度上你是对的，但我还是有疑问。	67268	In a way you are right, but I still have doubts.
332730	我们终于登上了富士山山顶。	23144	We gained the top of Mt. Fuji at last.
332731	他们午饭吃了三明治。	307154	They ate sandwiches for lunch.
332732	我也想要和你身上那件同样的外套。	252687	I want the same jacket as you are wearing.
332733	你觉得她最想要什么纪念品？	317537	What souvenir do you think she would like most?
332734	做你想做的。	70894	Do whatever you want.
332735	这些食物看起来很好吃。	432736	The food looks very delicious.
332737	我不知道他什么时候从法国回来。	282927	I don't know when he returned from France.
332738	我有一个大家庭。	250585	I have a large family.
332739	明早九点给我打电话。	323187	Call me at nine tomorrow morning.
332744	开车真的非常简单。	265584	Driving a car is really very simple.
332745	如果你没有其它可说的，那对我说“嗨，你怎么样？”就毫无意义。	1768	There's no point saying "Hi, how are you?" to me if you have nothing else to say.
332746	会议室正在使用中。	663866	The meeting room is occupied at the moment.
332749	她无法直视我的脸。	314304	She couldn't look me straight in the face.
332750	睡眠是最大的小偷，它偷了我们一半的生命。	322735	Sleep is the greatest thief, for it steals half one's life.
332751	我对摄影感兴趣。	258378	I am interested in taking pictures.
332753	你可以坐船去那。	71259	You can go there in a boat.
332754	说和做是两码事。	239676	Saying is quite different from doing.
332755	他说得好像知道这个秘密一样。	292949	He talks as if he knew the secret.
332757	他不蠢。	302395	He is not stupid.
332757	他不蠢。	526990	He's not stupid.
332758	爱，就是一个人把另一个人的心揉碎的过程。	1102851	Love is the process of breaking and mending the heart of another.
332759	他们生活得很幸福。	306526	They lived a happy life.
332763	全体销售人员通宵达旦地工作了一周。	282815	The entire sales staff has worked around the clock for a week.
332764	这个诗人兼学者死了。	263399	The poet and scholar is dead.
332765	他简单地阐述了他的理由。	304629	He gave his reasons in brief.
332766	你还需要茶吗？	32684	Do you still need tea?
332768	我们去滑雪怎么样？	52312	What do you say we go skiing?
332769	我们采取了强有力的预防措施。	248182	We took strong measures to prevent it.
332770	他在森林中迷了路。	269482	He lost his way in the woods.
332771	不要把我们的计划告诉任何人。	387549	Don't tell anyone our plan.
332772	Tom躲在桌子底下。	37241	Tom hid under the table.
332773	他告诉了我们许多经验教训。	297365	He told us many lessons.
332774	这房子里似乎在办派对。	68551	There appears to be a party in that house.
332775	我会教你怎么开车。	17468	I'll teach you how to drive a car.
332775	我会教你怎么开车。	386690	I can teach you how to drive.
332776	威尼斯的圣马可广场在夏季总是挤满了游客。	24370	St Mark's Square in Venice is always swarming with tourists in the summer.
332777	我们必须保持家庭传统。	248482	We must keep up the family traditions.
332778	他能游得很快。	292130	He can swim very fast.
332779	一个神圣的仪式在庄严的庙宇中举行。	269693	A sacred ritual took place in the magnificent temple.
332780	我厌倦了我的工作。	258284	I am tired of my work.
332781	你们周日送货吗？	281817	Do you deliver on Sundays?
332782	我想再来一杯啤酒。	31446	I feel like another beer.
332783	他可能迷路了。	302061	He may have lost his way.
332784	他出卖了我。	298125	He sold me down the river.
332785	天冷得足以让湖结冰。	37810	The weather was so cold that the lake froze over.
332786	我不知道，也不想知道。	33482	I don't know, nor do I care.
332787	去年她离开了日本。	313215	She was out of Japan last year.
332787	去年她离开了日本。	738696	Last year she left Japan.
332788	这意味着其他人只能从听你说的话来了解你和喜欢你。	56007	This means that others can only come to know you and like you by listening to what you say.
332789	今晚我将在朋友家过夜。	243330	I will put up at my friend's tonight.
332790	我需要购买新的镜架。	258800	I need to buy new spectacle frames.
332791	我弟弟手里拿着一个摄像机。	250719	My brother is holding a camera in his hand.
332792	我们在这里下车吧。	61894	Let's get off here.
332793	Kate, 坐吧。	243636	Sit down, Kate.
332794	我妹妹21岁，是个大学生。	322318	My sister is twenty-one years old and a college student.
332795	你会发现难以满足她。	1481088	You'll find it difficult to meet her requirements.
332796	除非我死了！	272627	Over my dead body.
332797	我尊敬长辈。	259892	I respect elderly people.
332797	我尊敬长辈。	575353	I respect the elderly.
332798	有什么比失明更不幸的呢？	264975	What greater misfortune is there than to go blind?
332799	他们的合同在这个月底到期。	305174	Their contract is to run out at the end of this month.
332800	帮我一下。	266065	Help me.
332801	爱都是嫉妒的。	2371	There's no love without jealousy.
332802	仅三分之一的成员出席了会议。	49154	Only one third of the members turned up at the meeting.
332803	让我看看那些照片。	46872	Let me have a look at those photos.
332804	厕所冲水不正常。	38948	The toilet doesn't flush properly.
332805	我们的孩子喜欢狗，但我更喜欢猫。	247536	Our children like dogs, but I prefer cats.
332805	我们的孩子喜欢狗，但我更喜欢猫。	1266415	Our child likes dogs, but I prefer cats.
332806	我欠她10美元。	308642	I owe ten dollars to her.
332807	我们必须考虑到他很年轻。	283830	We must take into account the fact that he is young.
332809	我挑不出他的毛病。	260951	I can't find fault with him.
332810	你能为我腾出几分钟时间吗?	72988	Could you spare me a few minutes?
332811	2月我们有个短期休假。	247811	We had a short vacation in February.
332812	你有义务还债。	69941	You are liable for the debt.
332813	她没有辜负我们的期望。	314475	She lived up to our expectations.
332814	停车场是免费的。	45093	The parking lot is free of charge.
332815	他父母对他期望过高。	287797	His parents expect too much of him.
332816	问题是我们如何应付目前的困难。	323866	The problem is how we cope with the present difficulties.
332817	她戴上了她的帽子。	316983	She put on her hat.
332821	孩子在这条河里游泳太危险了。	58124	This river is dangerous for children to swim in.
332822	报纸、杂志和新闻广播讲述着世界上正在发生的事。	23312	Newspapers, magazines, and newscasts tell what is going on in the world.
332823	每年有成千上万的外国人访问日本。	24494	Thousands of foreigners visit Japan every year.
332824	这被认为是一件大事。	55534	This is considered to be a matter of great importance.
332825	如果你快一点，还能赶上他。	30901	If you hurry, you will catch up with him.
